nombre,financiamiento,provincia,localidad,internacion,camas
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO MAURI TOURS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO NA.SE S.R.L,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO NCP,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO NICO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PABLO,Privado,Córdoba,Laguna Larga,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PADRE PIO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PENIEL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PRINCIPITO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PUNTO CARDINAL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO PUNTUAL TRANSPORTE,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO RAC,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO SCACCHI,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO SEBASTIAN ALMAGRO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO SOPHI,Privado,Córdoba,Villa Carlos Paz,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO STP,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO TRANS-COR,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO TRANSITAR CORDOBA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO TRASLADOS CORDOBA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO UTE,Privado,Córdoba,Río Cuarto,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO VICENTE,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO VIDASOL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO YOLAND,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES BAJO TRATAMIENTYO CRONICO C.E.S.O.P.O.L,Privado,Córdoba,Oncativo,No,0.0
SERVICIO DE TRASLADO DE PACIENTES CRONICOS - TRANSPORTE PRIVADO GS,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO DE PACIENTES NAJO TRATAMIENTO CRONICO MYM,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO ELECTROINGENIERIA S.A,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO EMER G.S,Privado,Córdoba,Río Cuarto,No,0.0
SERVICIO DE TRASLADO ESPECIAL PARA DISCAPACITADOS PAOLA PACHECO,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO INDOM S.A,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO SOC. DE LA COOP. DE ELECTRICIDAD Y AGUAS CORRIENTES GRAL. LEVALLE LTDA.,Privado,Córdoba,General Levalle,No,0.0
SERVICIO DE TRASLADO SOC. DE LA COOP. DE SS. PUBLICOS Y SOCIALES SERRANO LTDA.,Privado,Córdoba,Del Campillo,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE ELECTRICIDAD Y ANEXOS LTDA. CEYAL,Privado,Córdoba,Vicuña Mackenna,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE ENERGIA ELECTRICA COLONIA SAN BARTOLOME LTDA.,Privado,Córdoba,Colonia San Bartolomé,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE SERVICIOS PUBLICOS DE PORTEÑA LTDA,Privado,Córdoba,Porteña,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE SERVICIOS PUBLICOS LA FRANCIA,Privado,Córdoba,La Francia,No,0.0
"SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE SERVICIOS PUBLICOS Y SOCIALES,CREDITO Y VIVIENDA DE SACANTA LTDA.",Privado,Córdoba,Sacanta,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. DE SS. PUBLICOS DEL CAMPILLO LTDA.,Privado,Córdoba,Del Campillo,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. ELECTRICA Y SS. PUBLICOS UCACHA LTDA,Privado,Córdoba,Ucacha,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOP. VILLA DEL ROSARIO,Privado,Córdoba,Villa del Rosario,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOPERATIVA DE CALCHIN LTDA.,Privado,Córdoba,Calchín,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOPERATIVA DE MIRAMAR LTDA.,Privado,Córdoba,Miramar,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOPERATIVA DE SERVICIOS PUBLICOS ALMAFUERTE LTDA,Privado,Córdoba,Almafuerte,No,0.0
SERVICIO DE TRASLADO SOCIAL DE LA COOPERATIVA LUQUE LIMITADA,Privado,Córdoba,Luque,No,0.0
SERVICIO DE TRASLADO SOCIAL SANTA LUCIA ASOCIACION MUTUAL,Privado,Córdoba,Marull,No,0.0
SERVICIO DE TRASLADO SOCIAL TRASLADOS,Privado,Córdoba,Corral de Bustos,No,0.0
SERVICIO DE TRASLADO VIDA,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRASLADO Y ATENCION DOMICILIARIA - SERVICIO EXTRAHOSPITALARIO REGIONAL S.EH.R S.R.L,Privado,Córdoba,Villa la Bolsa,No,0.0
SERVICIO DE TRASLADO Y ATENCION DOMICILIARIA ADIP,Privado,Córdoba,Villa Carlos Paz,No,0.0
SERVICIO DE TRASLADO Y ATENCION DOMICILIARIA S.U.M.A,Privado,Córdoba,Almafuerte,No,0.0
SERVICIO DE TRASLADO Y ATENCION DOMICILIARIA SERVICIO M24 - URGENCIAS MEDICAS PRIVADO,Privado,Córdoba,Devoto,No,0.0
SERVICIO DE TRASLADOS LA NUEVA,Privado,Córdoba,Monte Maíz,No,0.0
SERVICIO DE TRSLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CHANCALAY,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRSLADO DE PACIENTES BAJO TRATAMIENTO CRONICO CONCI,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRSLADO DE PACIENTES BAJO TRATAMIENTO CRONICO LORENZO TRANSPORTES SRL,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRTASLADO DE PACIENTES BAJO TRATAMIENTO CRONICO MEC,Privado,Córdoba,Córdoba,No,0.0
SERVICIO DE TRTASLADO N.S MEDIC,Privado,Córdoba,Costasacate,No,0.0
SERVICIO DE TRTASLADO SOCIAL DE LA COOP. DE SERVICIOS PUBLICOS ALTOS DE CHIPION LTDA.,Privado,Córdoba,Altos de Chipión,No,0.0
SERVICIO MUNICIPAL DE SALUD DE CALCHIN OESTE,Público,Córdoba,Calchín Oeste,No,0.0
SERVICIO PRIVADO DE EMERGENCIA AMI S.R.L ( ASISTENCIA MEDICA INTEGRAL),Privado,Córdoba,Villa Carlos Paz,No,0.0
SERVICIO PRIVADO DE HEMODIALISIS DEAN FUNES SRL,Privado,Córdoba,Deán Funes,No,0.0
SERVICIO PRIVADO DE NEFROLOGIA LA CARLOTA,Privado,Córdoba,La Carlota,No,0.0
SERVICIO PRIVADO DE URGENCIAS MEDICAS - SUM MARCOS JUAREZ,Privado,Córdoba,Marcos Juárez,No,0.0
SERVICIOS DE EMERGENCIAS MEDICAS VITTAL,Privado,Córdoba,Villa Carlos Paz,No,0.0
SERVICIOS DE URGENCIAS MEDICAS S.RL. - SUM,Privado,Córdoba,Jesús María,No,0.0
SINERGO,Privado,Córdoba,Córdoba,No,0.0
SIPCADI S.R.L - SERVICIO DE TRASLADO CRONICOS,Privado,Córdoba,Córdoba,No,0.0
SUA S.R.L UNIDAD RENAL,Privado,Córdoba,Jesús María,No,0.0
SWELL CENTRO MEDICO PRIVADO,Privado,Córdoba,Córdoba,No,0.0
U.E.P.C CENTRO DE SALUD DEL DOCENTE,Privado,Córdoba,Córdoba,No,0.0
UNIDAD DE DIALISIS DEL SERVICIO DE NEFROLOGIA Y TRANSPLANTE DE LA CLINICA PRIVADA VELEZ SARSFIELD,Privado,Córdoba,Córdoba,No,0.0
UNIDAD DE TRASLADO DE PERSONAS CON CAPACIDADES DIFERENTES,Privado,Córdoba,Colonia Caroya,No,0.0
UNIDAD MEDICA RENAL,Privado,Córdoba,Villa del Rosario,No,0.0
UNIDAD MEDICA RENAL LABOULAYE SRL,Privado,Córdoba,Laboulaye,No,0.0
UNIDAD RENAL GENERAL DEHEZA,Privado,Córdoba,General Deheza,No,0.0
UNIDAD RENAL JUSTINIANO POSSE,Privado,Córdoba,Justiniano Posse,No,0.0
UNOMEDIC SRL,Privado,Córdoba,Río Cuarto,No,0.0
UPAS N° 1 B° SAN ROQUE,Público,Córdoba,Córdoba,No,0.0
UPAS N° 15 - BARRIO ALBERT SABIN,Público,Córdoba,Córdoba,No,0.0
UPAS N° 18 - BARRIO VILLA ALLENDE PARQUE,Público,Córdoba,Córdoba,No,0.0
UPAS N° 2 B° 16 DE NOVIEMBRE,Público,Córdoba,Córdoba,No,0.0
UPAS N° 21 - B° BAJO GRANDE,Público,Córdoba,Córdoba,No,0.0
UPAS N° 24 B° SACHI,Público,Córdoba,Córdoba,No,0.0
UPAS N° 26 - B° CHACRA DE LA MERCED,Público,Córdoba,Córdoba,No,0.0
UPAS N° 27 - BARRIO VILLA RIVADAVIA,Público,Córdoba,Córdoba,No,0.0
UPAS N° 30 - BARRIO LOS CORTADEROS,Público,Córdoba,Córdoba,No,0.0
UPAS N° 34 B° CAMINO 60 CUADRAS,Público,Córdoba,Córdoba,No,0.0
UPAS N° 6 B° ESTACION FLORES,Público,Córdoba,Córdoba,No,0.0
UPAS N° 8 - B° LA FLORESTA,Público,Córdoba,Córdoba,No,0.0
UPAS N° 9 B° PARQUE FUTURA,Público,Córdoba,Córdoba,No,0.0
UPAS N°12 B° VILLA UNION,Público,Córdoba,Córdoba,No,0.0
UPAS N°14 - B° PARQUE LICEO II SECC.,Público,Córdoba,Córdoba,No,0.0
UPAS N°16 B° RENACIMIENTO,Público,Córdoba,Córdoba,No,0.0
UPAS N°22 - B° PATRICIOS ESTE,Público,Córdoba,Córdoba,No,0.0
UPAS N°23 B° VILLA EL LIBERTADOR,Público,Córdoba,Córdoba,No,0.0
UPAS N°28 B° ITUZAINGO ANEXO,Público,Córdoba,Córdoba,No,0.0
UPAS N°3 - BARRIO VILLA CORNU,Público,Córdoba,Córdoba,No,0.0
UPAS N°32 - B° PARQUE LICEO III SECC.,Público,Córdoba,Córdoba,No,0.0
UPAS N°36 B° CABILDO,Público,Córdoba,Córdoba,No,0.0
UPAS N°5 - B° GRAL. ARENALES,Público,Córdoba,Córdoba,No,0.0
UROLIT SA,Privado,Córdoba,Villa María,No,0.0
VACUNATORIO CLINICA DE LA CONCEPCION,Privado,Córdoba,Córdoba,No,0.0
VACUNATORIO DEL CENTRO DE SALUD S.E.P,Privado,Córdoba,Córdoba,No,0.0
VACUNATORIO HOSPITAL INFANTIL,Público,Córdoba,Córdoba,No,0.0
"VIDA, CENTRO DE SALUD E INTEGRACION ESCOLAR",Privado,Córdoba,Jesús María,No,0.0
VITTAL EMERGENCIAS MEDICAS,Privado,Córdoba,Córdoba,No,0.0
10 DE FEBRERO,Público,Corrientes,Alvear,No,0.0
25 DE MAYO,Público,Corrientes,Goya,No,0.0
40 VIVIENDAS COLONIA 3 DE ABRIL,Público,Corrientes,Bella Vista,No,0.0
80 VIVIENDAS COLONIA 3 DE ABRIL,Público,Corrientes,Bella Vista,No,0.0
AGUSTIN GOMEZ,Público,Corrientes,Santo Tomé,No,0.0
ALFREDO TRESENS,Privado,Corrientes,Mercedes,No,0.0
ALGARROBO,Público,Corrientes,Lavalle,No,0.0
AMBULANCIAS SERVICIO MEDICO MODELO,Privado,Corrientes,Corrientes,No,0.0
ANFITEATRO,Público,Corrientes,Mercedes,No,0.0
ANGELITA TAGLIAPIETRA,Público,Corrientes,Mocoretá,No,0.0
APS ESTACION MALVINAS,Público,Corrientes,Esquina,No,0.0
ARROYO GONZALEZ,Público,Corrientes,San Roque,No,0.0
ARROYO PELON,Público,Corrientes,Empedrado,No,0.0
AXEL VERON,Público,Corrientes,Mercedes,No,0.0
BANCO DE SANGRE CENTRAL,Público,Corrientes,Corrientes,No,0.0
BARRIO 202,Público,Corrientes,Gobernador Igr. Valentín Virasoro,No,0.0
BARRIO EPAN NORTE,Público,Corrientes,Bella Vista,No,0.0
BARRIO ITATI (GOYA),Público,Corrientes,Goya,No,0.0
BIO-MED,Privado,Corrientes,Paso de los Libres,No,0.0
Bº DE 16 DE JULIO,Público,Corrientes,Tabay,No,0.0
Bº POMPEYA,Público,Corrientes,Mercedes,No,0.0
Bº SAN PANTALEON,Público,Corrientes,Tabay,No,0.0
BUENA VISTA,Público,Corrientes,Goya,No,0.0
CAPS 2DA SECCION CAÑADITAS,Público,Corrientes,Sauce,No,0.0
CAPS ATAMACIO GODOY,Público,Corrientes,Empedrado,No,0.0
CAPS BARRIO 325,Público,Corrientes,Gobernador Igr. Valentín Virasoro,No,0.0
CAPS BARRIO NORTE,Público,Corrientes,Bella Vista,No,0.0
CAPS BELGRANO,Público,Corrientes,Goya,No,0.0
CAPS BELGRANO,Público,Corrientes,Monte Caseros,No,0.0
CAPS Bº JUAN DE VERA XIV,Público,Corrientes,Corrientes,No,0.0
CAPS DIGNO LOPEZ,Público,Corrientes,Ituzaingó,No,0.0
CAPS FLORIDA,Público,Corrientes,Bella Vista,No,0.0
CAPS GENARO LEIVA,Público,Corrientes,Ituzaingó,No,0.0
CAPS I SAN JOSE,Público,Corrientes,Corrientes,No,0.0
CAPS III DR TAGLIALEGNE,Público,Corrientes,Corrientes,No,0.0
CAPS JUAN XXIII Bº QUILMES,Público,Corrientes,Corrientes,No,0.0
CAPS MARIA AUXILIADORA,Público,Corrientes,Perugorría,No,0.0
CAPS N º10 MOLINA PUNTA DR BALBASTRO,Público,Corrientes,Corrientes,No,0.0
CAPS NICOLA LUCA,Público,Corrientes,Alvear,No,0.0
CAPS Nº 1 Bº 508 VIVIENDAS SIMEON PAYBA,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 2 EMILIO R. CONI,Público,Corrientes,Corrientes,No,0.0
CAPS Nº 2 ARMANDO GALLESIO,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 4,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 5,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 6,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 7,Público,Corrientes,Paso de los Libres,No,0.0
CAPS Nº 9 17 DE AGOSTO,Público,Corrientes,Corrientes,No,0.0
CAPS Nº IV DR GRACIANO LUGO,Público,Corrientes,Corrientes,No,0.0
CAPS Nº XII Bº PONCE,Público,Corrientes,Corrientes,No,0.0
CAPS PERUGORRIA,Público,Corrientes,Perugorría,No,0.0
CAPS RIO URUGUAY,Público,Corrientes,La Cruz,No,0.0
CAPS SALINAS GRANDE,Público,Corrientes,Lavalle,No,0.0
CAPS SAN JORGE,Público,Corrientes,Ituzaingó,No,0.0
CAPS SAN PABLO,Privado,Corrientes,Corrientes,No,0.0
CAPS SANTA RITA,Público,Corrientes,Corrientes,No,0.0
CAPS V DR MONTAÑA DR MONTI,Público,Corrientes,Corrientes,No,0.0
CAPS VI TIBURSIO FONSECA,Público,Corrientes,Corrientes,No,0.0
CAPS VII LAGUNA BRAVA,Público,Corrientes,Corrientes,No,0.0
CAPS VIIII Bº STA TERESITA,Público,Corrientes,Corrientes,No,0.0
CAPS VILLA VITAL,Público,Corrientes,Goya,No,0.0
CAPS VUELTA OMBU,Público,Corrientes,Gobernador Igr. Valentín Virasoro,No,0.0
CAPS WALDINO BAUZA,Público,Corrientes,Sauce,No,0.0
CAPS XI DR RUBEN DARIO CASCO,Público,Corrientes,Corrientes,No,0.0
CASTELLO,Público,Corrientes,Mercedes,No,0.0
CENTRO ASISTENCIAL MUNICIPAL,Público,Corrientes,Esquina,No,0.0
CENTRO COMUNITARIO MALVINAS,Público,Corrientes,Lavalle,No,0.0
CENTRO DE AN. CLIN. MARCOMINI,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE ATENCION INTEGRAL,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE ATENCION MEDICA,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE COMPUTACION MEDICA DEL NOROESTE SA,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES,Privado,Corrientes,Bella Vista,No,0.0
CENTRO DE DIAGNOSTICO POR IMAGENES SRL T C 2000,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE DIALISIS KIDNEY,Privado,Corrientes,Goya,No,0.0
CENTRO DE DIALISIS SAN ROQUE,Privado,Corrientes,Goya,No,0.0
CENTRO DE EMPLEADOS DE COMERCIO,Privado,Corrientes,Santo Tomé,No,0.0
CENTRO DE EMPLEADOS DE COMERCIO DE GOYA,Privado,Corrientes,Goya,No,0.0
CENTRO DE ESTETICA CAROLA LIOTTI ESTHETICS,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE ESTETICA BARBERAN,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE ESTETICA HEBE,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE ESTUDIOS GINECOLOGICOS Y MAMARIOS C.E.G.Y.M.,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE HEMODIALISIS Y DIALISIS PERITONEAL CONTINUA AMBULATORIA DPCA,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE IMPLANTES DENTALES Y REHABILITACION ORAL C.I.R.O.,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE INVESTIGACIONES NEUROCOGNITIVAS,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE LA ASOCIACION PARA LA INTEGRACION DE PERSONAS ESPECIALES - APIPE -,Privado,Corrientes,Goya,No,0.0
CENTRO DE MEDICINA INTEGRAL IOSAP,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE MEDICINA Y KENESIOLOGIA IMEK,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE OJOS AVENIDA - DE OJOS S.A.,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE REHABILITACION DE SOLDADOS EX COMBATIENTES DE CTES,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE REHABILITACION INTEGRAL DE LA SALUD C.R.I.S.,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE REHABILITACION PARA DISCAPACITADOS VISUALES VALENTIN HAUY,Público,Corrientes,Corrientes,No,0.0
CENTRO DE REHABILITACION RAYUELA,Privado,Corrientes,San Roque,No,0.0
CENTRO DE REHABILITACION Y ESTIMULACIONES MULTIPLAS SIMULTANEAS C.E.R.E.M.S.,Privado,Corrientes,Corrientes,No,0.0
CENTRO DE SALUD DR. ROSEMBAUM,Público,Corrientes,Lavalle,No,0.0
CENTRO DE SALUD LOMAS DE VALLEJOS,Público,Corrientes,Lomas de Vallejos,No,0.0
CENTRO DE SALUD APIPE,Público,Corrientes,San Antonio,No,0.0
CENTRO DE SALUD Bº ESTACION,Público,Corrientes,Saladas,No,0.0
CENTRO DE SALUD BONPLAND,Público,Corrientes,Bonpland,No,0.0
CENTRO DE SALUD CRUZ DE LOS MILAGROS,Público,Corrientes,Cruz de los Milagros,No,0.0
CENTRO DE SALUD CURUZU PASO,Público,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO DE SALUD DR ARTURO OÑATIVIA,Público,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO DE SALUD DR. ARMANDO GALLESIO,Público,Corrientes,Paso de los Libres,No,0.0
CENTRO DE SALUD DR. ARTURO ILLIA,Público,Corrientes,Lavalle,No,0.0
CENTRO DE SALUD FELIPE YOFRE,Público,Corrientes,Felipe Yofré,No,0.0
CENTRO DE SALUD GARABI,Público,Corrientes,José Rafael Gómez (Garabí),No,0.0
CENTRO DE SALUD LA TABLADA,Público,Corrientes,Santo Tomé,No,0.0
CENTRO DE SALUD MENTAL NEXO,Privado,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO DE SALUD NUESTRA SRA DE FATIMA,Público,Corrientes,Guaviraví,No,0.0
CENTRO DE SALUD OSCAR MUNIAGURRIA,Público,Corrientes,Lavalle,No,0.0
CENTRO DE SALUD PALMAR GRANDE,Público,Corrientes,Palmar Grande,No,0.0
CENTRO DE SALUD PUERTO VIEJO,Público,Corrientes,Lavalle,No,0.0
CENTRO DE SALUD RURAL CAZADORES CORRENTINOS,Público,Corrientes,Cazadores Correntinos,No,0.0
CENTRO DE SALUD SAN CARLOS,Público,Corrientes,San Carlos,No,0.0
CENTRO DE SALUD SAN MARTIN,Público,Corrientes,Ituzaingó,No,0.0
CENTRO DE SALUD SAN SALVADOR,Público,Corrientes,Paso de los Libres,No,0.0
CENTRO DE SALUD TATACUA,Público,Corrientes,Tabay,No,0.0
CENTRO DEL NIÑO ESPECIAL,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPEUTICO,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPEUTICO ALDON PIRULERO,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPEUTICO CARIDI,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPEUTICO CON INTEGRACION,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPEUTICO RINCO DE SUEÑOS,Privado,Corrientes,Corrientes,No,0.0
CENTRO EDUCATIVO TERAPUETICO DON ORIONE,Privado,Corrientes,Itatí,No,0.0
CENTRO EDUCATIVO TERAPUETICO PEQUEÑOS PASOS,Privado,Corrientes,Santa Lucía,No,0.0
CENTRO INTEGRADOR COMUNITARIO - J R GOMEZ,Público,Corrientes,José Rafael Gómez (Garabí),No,0.0
CENTRO INTEGRADOR COMUNITARIO (BELLA VISTA),Público,Corrientes,Bella Vista,No,0.0
CENTRO INTEGRADOR COMUNITARIO (CURUZU CUATIA),Público,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO INTEGRADOR COMUNITARIO (SANTO TOME),Privado,Corrientes,Santo Tomé,No,0.0
CENTRO INTEGRADOR COMUNITARIO (SAUCE),Público,Corrientes,Sauce,No,0.0
CENTRO INTEGRADOR COMUNITARIO COLONIA LIEBIG,Público,Corrientes,Colonia Liebig's,No,0.0
CENTRO INTEGRAL DE ACTIVIDADES COMUNITARIAS CIAC,Privado,Corrientes,Corrientes,No,0.0
CENTRO INTEGRAL DEL DISCAPACITADO,Privado,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO MAFAR,Privado,Corrientes,Corrientes,No,0.0
CENTRO MEDICO,Privado,Corrientes,Curuzú Cuatiá,No,0.0
CENTRO MEDICO - MASSALIN PARTICULARES,Privado,Corrientes,Goya,No,0.0
CENTRO MEDICO ESTETICO CLAUS,Privado,Corrientes,Corrientes,No,0.0
CENTRO MEDICO IMAGEN,Privado,Corrientes,Corrientes,No,0.0
CENTRO MODELO DE SALUD DR ANTONIO ANGULO PROMIN,Público,Corrientes,Bella Vista,No,0.0
CENTRO MUNICIPAL DE FELIPE YOFRE,Público,Corrientes,Felipe Yofré,No,0.0
CENTRO NEUROCOGNOSITIVO SAN JOAQUIN,Privado,Corrientes,Corrientes,No,0.0
CENTRO OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE - OSPLAD,Privado,Corrientes,Corrientes,No,0.0
CENTRO ODONTOLOGICO,Privado,Corrientes,Corrientes,No,0.0
CENTRO PREVENTIVO ASISTENCIAL EN DROGADEPENDENCIA VOLVER,Privado,Corrientes,Goya,No,0.0
CENTRO PRIVADO DE SERVICIOS Y PRESTACIONES PARA PERSONAS DISCAPACITADAS - CRECER CON TODOS -,Privado,Corrientes,Corrientes,No,0.0
CENTRO PSICOPEDAGOGICO,Privado,Corrientes,Corrientes,No,0.0
CENTRO RADIOLOGICO DR COLLANTE,Privado,Corrientes,Corrientes,No,0.0
CENTRO RENAL REVIDATTI,Privado,Corrientes,Corrientes,No,0.0
CENTRO TERAPEUTICO APRENDER A CRECER,Privado,Corrientes,Corrientes,No,0.0
CENTRO TERAPIA POSTURAL TRES CUADRAS,Privado,Corrientes,Corrientes,No,0.0
CESAREO NAVAJAS,Público,Corrientes,Gobernador Igr. Valentín Virasoro,No,0.0
CIC BMURUCUYA,Público,Corrientes,Mburucuyá,No,0.0
CIC CORRIENTES,Público,Corrientes,Santo Tomé,No,0.0
CIC NORTE,Público,Corrientes,Goya,No,0.0
CIC SANTA LUCIA,Público,Corrientes,Santa Lucía,No,0.0
CIC SUR,Público,Corrientes,Goya,No,0.0
CIC VICENTE MENDIETA,Público,Corrientes,Monte Caseros,No,0.0
CLINICA DE CIRUGIA AMBULATORIA,Privado,Corrientes,Corrientes,No,0.0
CLINICA DE CIRUGIA AMBULATORIA - INTERPLAST,Privado,Corrientes,Corrientes,No,0.0
CLINICA DE CIRUGIA AMBULATORIA - MED VISION,Privado,Corrientes,Monte Caseros,No,0.0
CLINICA DE CIRUGIA AMBULATORIA - RINCON YATAY,Privado,Corrientes,Paso de los Libres,No,0.0
CLINICA DE CIRUGIA AMBULATORIA PASO DE LOS LIBRES,Privado,Corrientes,Paso de los Libres,No,0.0
CLINICA DE CIRUGIA AMBULATORIA ZVISION,Privado,Corrientes,Corrientes,No,0.0
CLINICA DE CIRUGIA PLASTICA CORRIENTES,Privado,Corrientes,Corrientes,No,0.0
CLINICA DE OJOS CAFFA,Privado,Corrientes,Corrientes,No,0.0
CLINICA DE OJOS SANTA LUCIA,Privado,Corrientes,Corrientes,No,0.0
COLONIA 2 DE ABRIL,Público,Corrientes,San Roque,No,0.0
COLONIA CAROLINA - PUESTO JOSEFINA,Público,Corrientes,Goya,No,0.0
COLONIA ELISA,Público,Corrientes,San Roque,No,0.0
COLONIA LIBERTAD,Público,Corrientes,Monte Caseros,No,0.0
COLONIA PANDO,Público,Corrientes,San Roque,No,0.0
COLONIA PROGRESO,Público,Corrientes,Bella Vista,No,0.0
COSTA PARANA,Público,Corrientes,Mburucuyá,No,0.0
COTY YUNES,Público,Corrientes,Mercedes,No,0.0
DANIEL GOMEZ (S.TOMAS ACEVEDO),Público,Corrientes,Empedrado,No,0.0
DIRECCION DE EMERGENCIAS SANITARIAS - DES,Público,Corrientes,Corrientes,No,0.0
