id,institucion,provincia,localidad,direccion,cp,telefono,email,horario_atencion,tipo_api,lat,lon
2632,Efectores De Salud,SANTA FE,La Vanguardia,Rosario y San Lorenzo,,(03469) 493020,,24 hs,Salud,-33.3666611,-60.6500015
2633,Comisaría 3°,SANTA FE,Maximo Paz,9 De Julio 673,,(03460) 496013,,24 hs,Comisaria,-33.4850311,-60.9564667
2634,Efectores De Salud Cssamco Maximo Paz,SANTA FE,Maximo Paz,Ituzaingo 72,,(03460) 496038,,24 hs,Salud,-33.4850311,-60.9564667
2635,Subcomisaria,SANTA FE,Pavon,Mitre 2523,,(03400) 490037,,24 hs,Comisaria,-33.2419319,-60.4051857
2636,Efectores De Salud,SANTA FE,Pavon,Mitre 2538,,(03461) 490038,,24 hs,Salud,-33.2419319,-60.4051857
2637,Comisaría 9°,SANTA FE,Pavon Arriba,Independencia 986,,(03400) 491016,,24 hs,Comisaria,-33.3132896,-60.8285484
2638,Efectores De Salud,SANTA FE,Pavon Arriba,Buenos Aires y San Martin,,(03469) 491306,,24 hs,Salud,-33.3132896,-60.8285484
2639,Comisaría 6°,SANTA FE,Peyrano,Jujuy 455,,(03460) 470014,,24 hs,Comisaria,-33.539093,-60.8011551
2640,Centro De Salud,SANTA FE,Peyrano,Tucuman 162,,(03460) 470466/101,,24 hs,Salud,-33.539093,-60.8011551
2641,Destacamento,SANTA FE,Rueda,Pedro Rueda S/N,,(03400) 496001,,24 hs,Comisaria,-33.3343658,-60.4600868
2642,Centro De Salud,SANTA FE,Rueda,E. Lopez 684,,(03400) 496020,,24 hs,Salud,-33.3343658,-60.4600868
2643,Comisaría 4°,SANTA FE,Santa Teresa (Constitución),San Martin 765,,(03460) 420101,,24 hs,Comisaria,-33.4369469,-60.7892036
2644,Centro De Salud,SANTA FE,Santa Teresa (Constitución),San Martin 575,,(03460) 420153,,24 hs,Salud,-33.4369469,-60.7892036
2645,Comisaría 7°,SANTA FE,Sargento Cabral,San Nicolas 348,,(03460) 491004,,24 hs,Comisaria,-33.4308929,-60.6272621
2646,Centro De Salud,SANTA FE,Sargento Cabral,San Nicolas 346,,(03460) 491306,,Lunes a Viernes 6 a 13 hs,Salud,-33.4308929,-60.6272621
2647,Destacamento,SANTA FE,Theobald,Córdoba S/N,,(03400) 491826,,24 hs,Comisaria,-33.3094559,-60.3116913
2648,Centro De Salud,SANTA FE,Theobald,Rosario S/N,,(03400) 491819,,24 hs,Salud,-33.3094559,-60.3116913
2649,Comisaría De La Mujer,SANTA FE,Helvecia,Presidente Alfonsín 813,,(03405) 470615,,Todos los dias de 8 a 13 hs y de 18 a 22 hs,Comisaria Mujer,-31.095502,-60.076236
2650,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Helvecia,Vélez Sarsfield 830,,(03405) 470164 (centrex: 6220),,24 hs,Salud,-31.095502,-60.076236
2651,Comisaría 5°,SANTA FE,Cayasta,Conde De Tesseiers S/N,,(03405) 493023,,24 hs,Comisaria,-31.2000008,-60.1666718
2652,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Cayasta,Álvaro Gil S/N,,(03405) 493011 (centrex: 6226),,24 hs,Salud,-31.2000008,-60.1666718
2653,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Colonia Mascias,Ruta 1 Km 123,,(03405) 424525 (centrex: 6214),,24 hs,Salud,-30.972991,-60.065299
2654,Subcomisaria,SANTA FE,Murphy,San Martin 348,,(03462) 441213,,24 hs,Comisaria,-31.632387,-60.699459
2655,Efector De Salud,SANTA FE,Murphy,Sarmiento 802,,(03462) 441977,,24 hs,Salud,-31.632389,-60.699459
2656,Efector De Salud,SANTA FE,Murphy,Córdoba 211,,(03462) 441972/441254,,24 hs,Salud,-31.632388,-60.699459
2657,Centros De Orientación A La Victima De Violencia Familiar Y Sexual,SANTA FE,Rufino,Meunier 30,,(03382) 426243,,24 hs,Comisaria Mujer,-34.266468,-62.709721
2658,Comisaría 3°,SANTA FE,Rufino,Centenario 525,,(03382) 429304/429328,,24 hs,Comisaria,-34.266468,-62.709721
2659,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Rufino,Darrieux 1261,,(03382) 428408/429337,,24 hs,Salud,-34.266468,-62.709721
2660,Centro De Salud,SANTA FE,Rufino,Santiago Del Estero 52,,( 03382) 428780,,24 hs,Salud,-34.266468,-62.709721
2661,Centro De Salud,SANTA FE,Rufino,Bianco 10,,Sin Teléfono,,24 hs,Salud,-34.266468,-62.709721
2662,Subcomisaria,SANTA FE,San Eduardo,Bolivia 477,,(03462) 482027,,24 hs,Comisaria,-33.871803,-62.090149
2663,Centro De Salud,SANTA FE,San Eduardo,Urquiza 542,,(03462) 482093/441277,,24 hs,Salud,-33.871803,-62.090149
2664,Subcomisaria,SANTA FE,San Gregorio,Rivadavia 1060,,(03382) 470013,,24 hs,Comisaria,-34.324009,-62.037491
2665,Servicio Para La Atención Médica De La Comunidad,SANTA FE,San Gregorio,Lisandro De La Torre 251,,(03382) 470041,,24 hs,Salud,-34.324009,-62.037491
2666,Comisaria 10°,SANTA FE,Sancti Spiritu,Castelli 46,,(034624) 440133,,24 hs,Comisaria,-34.008846,-62.240593
2667,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Sancti Spiritu,Avenida La Amistad 529,,Sin Teléfono,,24 hs,Salud,-34.008846,-62.240593
2668,Comisaría 5°,SANTA FE,Santa Isabel,25 De Mayo 1061,,(03462) 490013,,24 hs,Comisaria,-33.888073,-61.693699
2669,Hospital “Miguel Rueda”,SANTA FE,Santa Isabel,Misiones 1349,,(03462) 490150 (centrex: 6298),,24 hs,Salud,-33.888073,-61.693699
2670,Comisaría 7°,SANTA FE,Teodelina,Belgrano 203,,(03462) 440213,,24 hs,Comisaria,-34.186386,-61.527481
2671,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Teodelina,Sarmiento 44,,(03462) 440151 (centrex: 6285),,24 hs,Salud,-34.186386,-61.527481
2672,Comisaría 6°,SANTA FE,Villa Cañas,Calle 52 N° 216,,(03462) 450013,,24 hs,Comisaria,-34.004141,-61.607091
2673,Centros De Orientación A La Victima De Violencia Familiar Y Sexual,SANTA FE,Villa Cañas,Calle 53 N°444,,(03462) 456011 (interno: 200)/ 450013 (interno: 6287),,24 hs,Comisaria Mujer,-34.004141,-61.607091
2674,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Villa Cañas,Calle 59 (Esquina Calle 57),,(03462) 450245 (centrex: 6288),,24 hs,Salud,-34.004141,-61.607091
2675,Centro De Asistencia A La Victima Y Al Testigo Del Delito,SANTA FE,Venado Tuerto,9 De Julio 1040,,(03462) 408912868,,Lunes a Viernes de 8 a 13 hs,Mujer,-33.745368,-61.971069
2676,Centros De Orientación A La Victima De Violencia Familiar Y Sexual,SANTA FE,Venado Tuerto,Saavedra 455,,(03462) 421612/421613,,24 hs,Comisaria Mujer,-33.745368,-61.971069
2677,Comisaria 12°,SANTA FE,Venado Tuerto,Alem 631,,(03462) 424400,,24 hs,Comisaria,-33.745368,-61.971069
2678,Casa Del Sol Salud Mental,SANTA FE,Venado Tuerto,Avenida Gutiérrez (Esquina Santa Fe),,(03462) 421115/439121/439099,,24 hs,Salud,-33.750853,-61.948542599999996
2679,Centro De Salud,SANTA FE,Venado Tuerto,Almirante Brown 478,,(03462) 421417,,24 hs,Salud,-33.738657,-61.967921
2680,Centro De Salud,SANTA FE,Venado Tuerto,26 De Abril S/N,,(03462) 423743,,24 hs,Salud,-33.7526989,-61.9822959
2681,Centro De Salud,SANTA FE,Venado Tuerto,Larriera y Azcuénaga,,Sin Teléfono,,24 hs,Salud,-33.7358398,-61.980889700000034
2682,Centro De Salud,SANTA FE,Venado Tuerto,Amincton 535,,Sin Teléfono,,24 hs,Salud,-33.737801,-61.946584
2683,Centro De Salud,SANTA FE,Venado Tuerto,Valdez 555,,(03462) 427747,,24 hs,Salud,-33.726901,-61.978262
2684,Centro De Salud,SANTA FE,Venado Tuerto,Giacaglia 150,,Sin teléfono de linea,,24 hs,Salud,-33.740187,-61.943087
2685,Centro De Salud,SANTA FE,Venado Tuerto,Caparrós 350,,Sin Teléfono,,24 hs,Salud,-33.760978,-61.950361
2686,Centro De Salud,SANTA FE,Venado Tuerto,Sáenz Peña 1991,,(03462) 435744,,24 hs,Salud,-33.744006,-61.985841
2687,Centro De Salud,SANTA FE,Venado Tuerto,Aguero 423,,Sin Teléfono,,24 hs,Salud,-33.736061,-61.969122
2688,Centro De Salud,SANTA FE,Venado Tuerto,Balcarce 4193,,(03462) 439952,,24 hs,Salud,-33.712376,-61.983814
2689,Centro De Salud,SANTA FE,Venado Tuerto,Edison 2052,,Sin Teléfono,,24 hs,Salud,-33.740025,-61.98453
2690,Centro De Salud,SANTA FE,Venado Tuerto,Goumond 1495,,Sin Teléfono,,24 hs,Salud,-33.73401,-61.986584
2691,Centro De Salud,SANTA FE,Venado Tuerto,Chile 1350,,(03462) 433680,,24 hs,Salud,-33.762253,-61.965804
2692,Centro De Salud,SANTA FE,Venado Tuerto,Mariano López 1300,,Sin Teléfono,,24 hs,Salud,-33.726424,-61.992596
2694,Comisaría 9°,SANTA FE,Wheelwright,Moreno 206,,(02473) 480313,,24 hs,Comisaria,-33.75,-61.965641
2695,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Wheelwright,H. Vila 672,,(03473) 480311,,24 hs,Salud,-33.75,-61.965641
2696,Subcomisaria,SANTA FE,Diego De Alvear,San Martin 840,,(03382) 493122,,24 hs,Comisaria,-34.373294,-62.127786
2697,Centro De Salud,SANTA FE,Diego De Alvear,Mendiluce y España,,(03382) 493256,,24 hs,Salud,-34.372408,-62.129431
2698,Comisaría 8°,SANTA FE,Elortondo,J. Salk 910,,(03462) 470024,,24 hs,Comisaria,-33.700561,-61.616821
2699,Centro De Salud,SANTA FE,Elortondo,Castelli y España,,(03462) 471274,,24 hs,Salud,-33.700561,-61.616821
2700,Centro De Salud,SANTA FE,Elortondo,Entre Ríos y General López,,(03462) 471433/4751130,,24 hs,Salud,-33.742283,-61.95397
2701,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Elortondo,San Martín 156,,Sin Teléfono,,24 hs,Salud,-33.742283,-61.95397
2702,Comisaría De La Mujer,SANTA FE,Firmat,Entre Ríos 1090,,(03465) 422711/423516/42351,,24 hs,Comisaria Mujer,-33.018917,-60.638708
2704,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Firmat,Santa Fe 1860,,(03465) 423528 (centrex: 6320),,24 hs,Salud,-33.35,-61.5
2705,Centro De Salud,SANTA FE,Firmat,Solís y 1º De Mayo,,Sin Teléfono,,24 hs,Salud,-33.455524,-61.488251
2706,Centro De Salud,SANTA FE,Firmat,Florida 1198,,(03465) 421751,,24 hs,Salud,-32.025477,-61.22892
2707,Centro De Salud,SANTA FE,Firmat,San Juan 971,,(03465) 425488,,24 hs,Salud,-33.455524,-61.488251
2708,Centro De Salud,SANTA FE,Firmat,Solís 143,,Sin Teléfono,,24 hs,Salud,-33.455524,-61.488251
2709,Centro De Salud,SANTA FE,Firmat,Domingo Cera 1220,,(03465) 421899,,24 hs,Salud,-33.455524,-61.488251
2710,Comisaria 11°,SANTA FE,Hughes,15 De Abril 234,,(02473) 491013,,24 hs,Comisaria,-33.4555244,-61.48825069999998
2711,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Hughes,Rivadavia y Laprida,,Sin Teléfono,,24 hs,Salud,-33.455524,-61.488251
2712,Centro De Salud,SANTA FE,La Chispa,Conurbano,,(03462) 487042,,24 hs,Salud,-33.5412598,-61.995849599999985
2713,Subcomisaria,SANTA FE,Labordeboy,El Gaucho 145,,(03465) 495313,,24 hs,Comisaria,-33.71751,-61.315292
2714,Centro De Salud,SANTA FE,Labordeboy,Congreso 108,,Sin Teléfono,,24 hs,Salud,-33.71751,-61.315292
2715,Subcomisaria,SANTA FE,Maggiolo,Sarmiento 298,,(03462) 492005,,24 hs,Comisaria,-33.72253,-62.254028
2716,Centro De Salud,SANTA FE,Maggiolo,Carreras (Entre Génova y Garibaldi),,(03462) 492261,,24 hs,Salud,-33.72253,-62.254028
2717,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Maggiolo,Mariano Castex 411,,Sin Teléfono,,24 hs,Salud,-33.72253,-62.254028
2718,Subcomisaria,SANTA FE,Maria Teresa,Calle 5 N° 342,,(03462) 480013/480518,,24 hs,Comisaria,-34.0099564,-61.9114227
2719,Destacamento,SANTA FE,Maria Teresa,Belgrano 197,,(03462) 480144,,24 hs,Comisaria,-34.009956,-61.911423
2720,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Maria Teresa,Bosch y San Martín,,(03462) 480026,,24 hs,Salud,-34.009956,-61.911423
2721,Centro De Salud,SANTA FE,Miguel Torres,San Miguel S/N,,(03465) 425599/425810,,24 hs,Salud,-33.5263939,-61.464172399999995
2722,Comisaría 1°,SANTA FE,Melincue,Rivadavia 551,,(03465) 499007,,24 hs,Comisaria,-33.659008,-61.454128
2723,San José Urbano,SANTA FE,Melincue,San Martín 85,,(03465) 499804,,24 hs,Salud,-33.659008,-61.454128
2724,Subcomisaria,SANTA FE,Aaron Castellanos,Zona Urbana,,(03382) 498027,,24 hs,Comisaria,-34.3319397,-62.37271499999997
2725,Centro De Salud,SANTA FE,Aaron Castellanos,Zona Urbana,,(03382) 498028,,24 hs,Salud,-34.3319397,-62.37271499999997
2726,Subcomisaria,SANTA FE,Amenabar,Rivadavia 291,,(03382) 492011,,24 hs,Comisaria,-33.883333,-61.7
2727,Centro De Salud,SANTA FE,Amenabar,Pellegrini 840,,(03382) 492071 (centrex: 6126),,24 hs,Salud,-33.883333,-61.7
2728,Subcomisaria,SANTA FE,Cafferata,Moreno 862,,(03468) 498065,,24 hs,Comisaria,-33.43333,-62.099998
2729,Centro De Salud,SANTA FE,Cafferata,Belgrano 834,,Sin Teléfono,,24 hs,Salud,-33.43333,-62.099998
2730,Subcomisaria,SANTA FE,Cañada Del Ucle,Rivadavia 640,,(03465) 492219,,24 hs,Comisaria,-31.632389,-60.699459
2731,Centro De Salud,SANTA FE,Cañada Del Ucle,Rivadavia 891,,(03465) 4923932,,24 hs,Salud,-31.632389,-60.699459
2732,Subcomisaria,SANTA FE,Carmen,Rivadavia 193,,(03462) 493109,,24 hs,Comisaria,-33.730938,-61.758953
2733,Centro De Salud,SANTA FE,Carmen,San Martín 350,,(03462) 493012 (centrex: 6299),,24 hs,Salud,-33.730938,-61.758953
2734,Subcomisaria,SANTA FE,Carreras,Aldao 234,,(03465) 490111,,24 hs,Comisaria,-33.598705,-61.309418
2735,Centro De Salud,SANTA FE,Carreras,Aldao 246,,(03465) 490305,,24 hs,Salud,-33.598705,-61.309418
2736,Subcomisaria,SANTA FE,Chapuy,Buenos Aires S/N,,(03462) 494031,,24 hs,Comisaria,-33.7986107,-61.74282070000004
2737,Centro De Salud,SANTA FE,Chapuy,Avenida La Plata 226,,(03462) 494023 (centrex: 6300),,24 hs,Salud,-33.798611,-61.742821
2738,Subcomisaria,SANTA FE,Chovet,España 297,,(03465) 493104,,24 hs,Comisaria,-33.601681,-61.611328
2739,Centro De Salud,SANTA FE,Chovet,San Martín 560,,(03465) 493710,,24 hs,Salud,-33.601681,-61.611328
2740,Destacamento,SANTA FE,Christophersen,Zona Urbana,,(03462) 485066,,24 hs,Comisaria,-34.181488,-62.024021
2741,Centro De Salud,SANTA FE,Christophersen,Calle 1 S/N,,(03462) 485001 (centrex: 6297),,24 hs,Salud,-34.181488,-62.024021
2742,Subcomisaria,SANTA FE,El Sombrerito,Zona Urbana,,(03482) 466168,,24 hs,Comisaria,-28.6333294,-59.46667100000002
2743,Centro De Salud,SANTA FE,El Sombrerito,Zona Urbana,,Sin Teléfono,,24 hs,Salud,-28.6333294,-59.46667100000002
2744,Comisaría 9°,SANTA FE,Florencia,San Martin 627,,(03482) 491102,,24 hs,Comisaria,-32.990066,-60.658543
2745,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Florencia,Estanislao López 651,,(03482) 491104 (centrex: 6453),,24 hs,Salud,-28.0426006,-59.21905140000001
2746,Centro Integrador Comunitario,SANTA FE,Florencia,San Roque 638,,(03482) 491105,,24 hs,Salud,-28.0426006,-59.21905140000001
2747,Centro De Salud,SANTA FE,Ingeniero Chanourdie,San Martin S/N,,(03482) 490924,,24 hs,Salud,-28.7602062,-59.5773811
2748,Subcomisaria,SANTA FE,La Sarita,Ruta Provincia 96S Cruce Ruta Prov. 98S,,(03482) 476032,,24 hs,Comisaria,-31.632389,-60.699459
2749,Centro De Salud,SANTA FE,La Sarita,La Sarita,,Sin teléfono de linea,,24 hs,Salud,-31.632389,-60.699459
2750,Comisaria 10°,SANTA FE,Lanteri,Buenos Aires S/N,,(03482) 474002,,24 hs,Comisaria,-28.8408051,-59.63589480000002
2751,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Lanteri,9 De Julio S/N,,(03482) 474006 (centrex: 6443),,24 hs,Salud,-28.8408051,-59.63589480000002
2752,Subcomisaria,SANTA FE,Las Garzas,General López S/N,,(03482) 493113,,24 hs,Comisaria,-28.8462028,-59.498401599999966
2753,Centro De Salud,SANTA FE,Las Garzas,San Martin S/N,,(03482) 614237,,24 hs,Salud,-28.8462028,-59.498401599999966
2754,Comisaría 5°,SANTA FE,Las Toscas,Calle 10 N° 848,,(03482) 492135/492337,,24 hs,Comisaria,-28.351679,-59.259914
2755,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Las Toscas,Calle 29 Nº 451,,(03482) 492134,,24 hs,Salud,-28.351679,-59.259914
2756,Centro De Salud,SANTA FE,Las Toscas,Calle 8 S/N,,Sin teléfono de linea,,24 hs,Salud,-28.3516788,-59.2599144
2757,Comisaría 6°,SANTA FE,Malabrigo,Avenida F.C. Sigel 811,,(03482) 454013,,24 hs,Comisaria,-29.344695,-59.967506
2758,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Malabrigo,2 De Julio 864,,(03482) 454001 (centrex: 6440),,24 hs,Salud,-29.341453,-59.967504
2759,Centro Integrador Comunitario,SANTA FE,Malabrigo,General Obligado 1111,,(03482) 445857,,24 hs,Salud,-29.351626,-59.975831
2760,Centro De Salud,SANTA FE,Malabrigo,General Guemes 894,,Sin Teléfono,,24 hs,Salud,-29.353968,-59.972901
2761,Destacamento,SANTA FE,Nicanor Molinas,Zona Urbana,,Sin Teléfono,,24 hs,Comisaria,-29.15,-59.85000000000002
2762,Centro De Salud,SANTA FE,Nicanor Molinas,N. E. Molinas 405 Km. 19,,(03482) 420026,,24 hs,Salud,-29.15,-59.85
2763,Subcomisaria,SANTA FE,San Antonio De Obligado,Fray. E. Constanzi S/N,,(03482) 593101,,24 hs,Comisaria,-28.3786602,-59.2638321
2764,Centro De Salud,SANTA FE,San Antonio De Obligado,Zona Urbana,,(03482) 593100,,24 hs,Salud,-28.3786602,-59.2638321
2765,Subcomisaria,SANTA FE,Tacuarendi,Calle 8 (Entre Calle 5 y 7),,(03482) 452073,,24 hs,Comisaria,-28.412916,-59.258919
2766,Centro De Salud,SANTA FE,Tacuarendi,Calle 5 S/N,,(03482) 492311,,24 hs,Salud,-28.412916,-59.258919
2767,Comisaría 7°,SANTA FE,Villa Ana,25 De Mayo (Entre Chile y Brasil),,(03482) 494022,,24 hs,Comisaria,-28.48822,-59.609161
2768,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Villa Ana,25 De Mayo S/N,,(03482) 494033,,24 hs,Salud,-28.48822,-59.60916099999997
2769,Comisaría 8°,SANTA FE,Villa Guillermina,Gobernador Menchaca 492,,Sin Teléfono,,24 hs,Comisaria,-28.2435055,-59.452911400000005
2770,Servicio Para La Atención Médica De La Comunidad,SANTA FE,Villa Guillermina,Estanislao López S/N,,(03482) 475000,,24 hs,Salud,-28.2435055,-59.452911400000005
2771,Comisaría De La Mujer,SANTA FE,Villa Ocampo,9 De Julio 1640,,(03482) 468055,,24 hs,Comisaria Mujer,-28.4872684,-59.3536072
2772,Comisaría 4°,SANTA FE,Villa Ocampo,9 De Julio 1640,,(03482) 466350,,24 hs,Comisaria,-28.4872684,-59.3536072
2773,Centro Integrador Comunitario,SANTA FE,Villa Ocampo,Guemes (Entre Pedro Giachino y San Vicente),,(03482) 469320,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-28.487268,-59.353607
2774,Defensoría Del Pueblo,SANTA FE,Reconquista,"Patricio Diez 1316 (1º P, Oficina 4)",,(03482) 438849,,Lunes a Viernes de 8 a 13 hs,Legal,-29.144571,-59.641884
2775,Centro de Asistencia Judicial,SANTA FE,Reconquista,Rivadavia 365,,0800-555-8632,,Lunes a Viernes de 8 a 13 hs,Legal,-29.145035,-59.64536
2776,Comisaría De La Mujer,SANTA FE,Reconquista,Patricio Diez 472,,(03482) 420875 (interno: 220),,24 hs,Comisaria Mujer,-29.144571,-59.641884
2777,Colegio De Abogados,SANTA FE,Reconquista,Ludueña (Entre Pasaje 10 y Mitre),,Sin Teléfono,,Lunes a Viernes de 8 a 13 hs,Legal,-29.1448193,-59.6435242
2778,Comisaría 1°,SANTA FE,Reconquista,Hipólito Irigoyen 530,,(03482) 420069,,24 hs,Comisaria,-29.144819,-59.643524
2779,Comisaría 2°,SANTA FE,Reconquista,9 De Julio 1880,,(03482) 420053,,24 hs,Comisaria,-29.144819,-59.643524
2780,Subcomisaria,SANTA FE,Reconquista,Calle 8 Nº 560,,(03482) 498052,,24 hs,Comisaria,-32.717642,-60.738815
2781,Comando,SANTA FE,Reconquista,Patricio Diez 472,,(03482) 420001,,24 hs,Comisaria,-29.210334,-59.691795
2782,Destacamento,SANTA FE,Reconquista,Calle 68 S/ N,,Sin Teléfono,,24 hs,Comisaria,-29.1448193,-59.6435242
2783,Hospital “Dra. Olga Stucky”,SANTA FE,Reconquista,Hipólito Irigoyen 1580,,(03482) 420012/42/429017,,24 hs,Salud,-29.1448193,-59.6435242
2784,Centro Integrador Comunitario,SANTA FE,Reconquista,Roca y Calle 63,,Sin teléfono de linea,,Lunes a Viernes de 8 a 13 hs,Centro Integrador Comunitario,-29.144819,-59.643524
2785,Centro De Salud,SANTA FE,Reconquista,Almafuerte 475,,(03482) 4614260,,24 hs,Salud,-29.144819,-59.643524
2786,Centro De Salud,SANTA FE,Reconquista,Roca 2023,,(03482) 45551862,,24 hs,Salud,-29.144819,-59.643524
2787,Centro De Salud,SANTA FE,Reconquista,Brown y Chacabuco,,Sin Teléfono,,24 hs,Salud,-29.144819,-59.643524
2789,Centro De Salud,SANTA FE,Reconquista,Ruta 40 y Calle 68,,Sin teléfono de linea,,24 hs,Salud,-29.144819,-59.643524
2790,Centro De Salud,SANTA FE,Reconquista,Constituyentes y Patricio Diez,,Sin teléfono de linea,,24 hs,Salud,-29.144819,-59.643524
2791,Centro De Salud,SANTA FE,Reconquista,Calle N° 105 S/N,,(03482) 678502,,24 hs,Salud,-32.716914,-60.738674
2792,Centro De Salud,SANTA FE,Reconquista,Olessio 25,,Sin Teléfono,,24 hs,Salud,-29.144819,-59.643524
2793,Centro De Salud,SANTA FE,Reconquista,Manzana 10,,Sin teléfono de linea,,24 hs,Salud,-29.1448193,-59.6435242
2794,Centro De Salud,SANTA FE,Reconquista,Calle 12 y 83,,Sin teléfono de linea,,24 hs,Salud,-32.717613,-60.738807
2795,Centro De Salud,SANTA FE,Reconquista,Calle 40 N° 1116 (Entre General López y Pasaje 2),,Sin Teléfono,,24 hs,Salud,-29.1448193,-59.6435242
2796,Centro De Salud,SANTA FE,Reconquista,Calle 127 N° 3300,,Sin teléfono de linea,,24 hs,Salud,-32.716751,-60.738634
2797,Centro De Salud,SANTA FE,Arroyo Ceibal,Las Claritas,,Sin Teléfono,,24 hs,Salud,-31.632389,-60.699459
2798,Comisaría 3°,SANTA FE,Avellaneda (General Obligado),Calle 12 N° 664,,(03482) 481230/483323/386,,24 hs,Comisaria,-32.83311,-60.715645
2799,Centro De Salud,SANTA FE,Avellaneda (General Obligado),Calle 16 N° 340,,(03482) 481952,,24 hs,Salud,-32.833132,-60.715646
2800,Centro De Salud,SANTA FE,Avellaneda (General Obligado),Calle 126 (Esquina Calle 115),,Sin teléfono de linea,,24 hs,Salud,-29.116415,-59.658409
2801,Centro De Salud,SANTA FE,Avellaneda (General Obligado),Calle 305 N° 85,,Sin Teléfono,,24 hs,Salud,-33.736196,-61.967494
2802,Centro De Salud,SANTA FE,Avellaneda (General Obligado),Ruta Provincia 31 Km 37,,Sin teléfono de linea,,24 hs,Salud,-29.116415,-59.658409
2803,Centro De Salud,SANTA FE,Avellaneda (General Obligado),Calle 307 y 328,,(03482) 614253,,24 hs,Salud,-33.736205,-61.967511
2804,Comisaría,SANTA FE,Berna,Shopie M y Aroon I,,(03482) 473020,,24 hs,Comisaria,-29.274803,-59.846016
2805,Centro De Salud,SANTA FE,Berna,11 De Noviembre S/N,,Sin teléfono de linea,,24 hs,Salud,-29.274803,-59.846016
2806,Destacamento,SANTA FE,El Araza,Pergolesi S/N,,(03482) 490188,,24 hs,Comisaria,-31.632389,-60.699459
2807,Efectores De Salud,SANTA FE,El Araza,Adolfo Diaz y Valentín Niemig,,Sin Teléfono,,24 hs,Salud,-31.632389,-60.699459
2808,Subcomisaria,SANTA FE,El Rabon,Zona Urbana,,(03482) 451022,,24 hs,Comisaria,-28.2215843,-59.267791699999975
2809,Efectores De Salud,SANTA FE,El Rabon,Ruta Nacional 11 Km 905,,(03482) 451003,,24 hs,Salud,-28.306562,-59.263795
2810,Comisaría De La Mujer,SANTA FE,Cañada De Gomez,Ocampo 885,,(03471) 422674/3308,,24 hs,Comisaria Mujer,-32.8192,-61.394498
2811,Comisaría 1°,SANTA FE,Cañada De Gomez,Ocampo 885,,(03471) 422045,,24 hs,Comisaria,-32.8192,-61.394498
